 ,Trajectory,Frame,x,y,z,m0,m1,m2,m3,m4,NPscore
5704,123,610,165.238,95.075,0,49.406,4.030,20.257,115.914,722.622,0.102
5705,123,611,163.589,91.295,0,49.335,3.977,19.859,112.828,696.466,0.138
5706,123,612,162.715,88.187,0,49.469,3.953,19.765,112.484,694.801,0.100
5707,123,613,161.885,85.042,0,49.451,3.975,20.030,115.057,718.096,0.105
5708,123,614,161.271,81.778,0,49.454,4.014,20.000,113.071,694.504,0.153
5709,123,615,160.837,78.499,0,49.430,3.996,20.128,115.228,715.221,0.129
5710,123,616,161.320,76.024,0,49.418,4.003,20.181,116.284,730.979,0.195
5711,123,617,160.055,72.083,0,49.517,3.984,20.141,116.148,728.580,0.151
5712,123,618,159.580,68.856,0,49.482,3.966,19.916,113.808,705.750,0.175
5713,123,619,159.942,66.377,0,49.479,4.034,20.160,114.476,707.646,0.155
5714,123,620,160.025,62.231,0,49.600,4.060,20.811,121.180,764.876,0.100
5715,123,621,158.150,59.221,0,49.379,3.978,20.007,114.412,709.789,0.100
5716,123,622,157.598,56.054,0,49.248,3.981,19.976,114.383,713.267,0.146
5717,123,623,158.262,52.603,0,49.671,4.049,20.587,118.755,742.329,0.157
5718,123,624,156.358,49.647,0,49.416,4.007,19.992,113.216,696.195,0.148
5719,123,625,155.861,46.394,0,49.548,3.989,20.051,114.438,707.671,0.187
5720,123,626,155.415,43.199,0,49.300,3.985,19.911,113.376,702.897,0.107
5721,123,627,154.910,40.033,0,49.432,4.052,20.365,116.767,731.912,0.115
5722,123,628,155.608,36.603,0,49.520,4.070,20.570,117.682,729.653,0.100
5723,123,629,153.733,33.600,0,49.427,3.994,20.067,114.617,710.286,0.156
5724,123,630,153.091,30.421,0,49.282,3.999,20.134,114.930,710.276,0.177
5725,123,631,153.923,26.979,0,49.862,4.072,21.041,123.932,792.898,0.083
5726,123,632,152.991,24.738,0,49.588,4.040,20.160,114.050,701.152,0.197
5727,123,633,152.647,20.578,0,49.415,4.075,20.592,117.736,729.598,0.096
5728,123,634,150.511,17.817,0,49.233,3.994,19.938,113.219,699.007,0.102
5729,123,635,150.766,14.322,0,49.397,4.079,20.515,116.482,716.333,0.108
5730,123,636,148.262,11.791,0,48.843,3.941,19.566,110.267,673.690,0.109
5731,124,506,141.997,202.278,0,49.378,3.991,20.135,116.168,731.023,0.162
5732,124,507,137.944,201.329,0,49.118,4.000,20.135,115.868,727.517,0.093
5733,124,508,134.947,200.224,0,49.819,3.990,20.278,117.742,744.091,0.102
5734,124,509,131.886,199.204,0,49.431,3.993,20.139,115.592,720.267,0.143
5735,124,510,128.819,198.101,0,49.305,3.991,20.145,115.724,721.304,0.165
5736,124,511,126.767,196.697,0,49.588,4.020,20.236,115.828,720.309,0.226
5737,124,512,122.628,196.417,0,49.160,3.984,19.904,113.020,696.605,0.300
5738,124,513,119.459,195.545,0,49.312,3.982,19.816,112.067,688.473,0.109
5739,124,514,116.315,195.081,0,49.545,3.997,20.164,115.600,718.429,0.189
5740,124,515,113.158,194.737,0,49.699,4.003,19.966,113.327,700.382,0.112
5741,124,516,109.909,194.174,0,49.754,4.003,20.402,118.872,754.387,0.104
5742,124,517,106.690,193.583,0,49.520,3.999,19.983,113.412,698.890,0.152
5743,124,518,103.496,192.712,0,49.229,3.991,19.812,111.677,683.854,0.114
5744,124,519,100.326,191.919,0,49.685,4.031,20.043,112.891,690.759,0.109
5745,124,520,97.203,191.225,0,49.773,3.979,20.085,115.442,720.180,0.137
5746,124,521,94.035,190.581,0,49.528,4.005,20.171,115.885,725.536,0.240
5747,124,522,90.865,190.094,0,49.710,4.005,20.243,116.427,727.149,0.152
5748,124,523,87.633,189.539,0,49.852,3.992,20.097,114.793,710.037,0.101
5749,124,524,84.413,189.042,0,49.520,4.059,20.191,113.532,692.906,0.198
5750,124,525,81.078,188.714,0,48.243,3.933,19.309,107.964,657.551,0.122
5751,124,526,78.775,187.714,0,48.482,3.943,19.495,109.716,671.322,0.105
5752,124,527,75.696,187.340,0,49.517,4.005,20.178,115.566,718.118,0.219
5753,124,528,71.569,187.636,0,49.688,3.991,20.085,114.637,708.365,0.201
5754,124,529,68.278,187.105,0,49.459,3.983,20.028,114.610,711.912,0.112
5755,124,530,66.038,186.042,0,49.742,4.061,20.556,118.532,745.278,0.124
5756,124,531,62.836,185.610,0,49.671,4.020,20.277,116.358,725.707,0.131
5757,124,532,59.592,185.196,0,49.614,4.000,20.161,115.422,716.154,0.102
5758,124,533,55.600,184.004,0,49.385,4.051,20.752,120.939,764.247,0.100
5759,124,534,52.439,183.376,0,49.355,4.039,20.268,115.136,709.040,0.108
5760,124,535,49.993,183.655,0,49.716,4.024,20.346,117.506,740.313,0.104
5761,124,536,46.767,183.065,0,49.815,4.067,20.498,117.267,729.474,0.100
5762,124,537,43.586,182.466,0,49.583,4.010,20.171,115.253,714.280,0.285
5763,124,538,40.343,181.941,0,49.688,4.021,20.054,113.558,699.149,0.208
5764,124,539,36.365,180.812,0,49.556,4.020,20.365,117.223,731.547,0.200
5765,124,540,32.986,181.592,0,49.575,4.018,20.207,115.929,725.174,0.134
5766,124,541,29.794,180.989,0,49.523,4.047,20.222,114.566,705.729,0.103
5767,124,542,27.531,179.958,0,49.916,4.039,20.222,114.815,707.969,0.100
5768,124,543,23.338,180.111,0,49.580,3.995,20.148,115.462,717.198,0.121
5769,124,544,20.314,178.322,0,49.245,4.058,20.437,116.438,718.987,0.160
5770,124,545,16.946,179.104,0,49.606,4.007,20.419,118.888,753.815,0.147
5771,124,546,14.666,178.038,0,49.818,4.058,20.369,115.917,716.621,0.100
5772,124,547,10.500,178.150,0,49.639,3.994,20.133,115.320,715.878,0.100
5773,125,508,303.414,243.479,0,49.413,3.958,19.792,112.437,692.168,0.105
5774,125,509,301.890,245.442,0,49.267,4.020,20.112,114.293,705.878,0.136
5775,125,510,301.035,249.519,0,49.172,4.032,19.969,111.874,680.742,0.226
5776,125,511,299.685,252.499,0,49.132,3.977,19.687,110.628,675.256,0.121
5777,125,512,298.318,255.465,0,49.114,3.963,19.735,111.791,687.436,0.155
5778,125,513,296.482,257.273,0,49.079,3.966,19.815,112.653,695.428,0.109
5779,125,514,294.956,261.167,0,49.024,3.988,19.979,113.666,701.059,0.116
5780,125,515,293.348,263.939,0,49.071,3.964,19.944,114.293,711.012,0.101
5781,125,516,291.441,265.614,0,49.142,3.969,19.763,111.885,687.726,0.206
5782,125,517,289.860,269.434,0,49.115,3.958,19.742,111.760,685.568,0.101
5783,125,518,286.995,271.531,0,48.182,3.984,20.074,115.157,717.081,0.174
5784,125,519,285.337,274.318,0,48.296,4.003,19.807,110.846,672.603,0.226
5785,125,520,284.711,277.781,0,48.840,3.973,19.567,109.381,664.514,0.103
5786,125,521,282.715,279.305,0,48.887,3.956,19.642,111.007,681.824,0.101
5787,125,522,280.947,282.037,0,48.878,3.977,20.041,114.829,713.085,0.197
5788,125,523,279.248,284.811,0,48.933,3.962,19.801,112.823,699.225,0.118
5789,125,524,276.256,287.612,0,48.351,3.973,19.663,110.278,670.875,0.160
5790,125,525,275.128,289.848,0,48.704,3.935,19.591,111.541,692.594,0.100
5791,125,526,272.063,292.599,0,48.101,3.991,19.767,110.885,675.134,0.140
5792,125,527,271.114,295.970,0,48.761,3.944,19.844,114.239,716.460,0.132
5793,125,528,267.853,297.510,0,48.391,3.979,19.879,112.820,694.814,0.111
5794,125,529,266.769,299.795,0,48.544,3.957,19.467,108.845,661.814,0.194
5795,125,530,264.666,303.363,0,48.027,3.915,19.158,106.553,643.768,0.111
5796,125,531,262.697,305.922,0,48.536,3.926,19.507,110.878,687.636,0.129
5797,125,532,260.708,308.473,0,48.203,3.942,19.386,108.355,658.293,0.100
5798,125,533,258.904,311.139,0,48.908,3.993,20.001,113.717,700.841,0.185
5799,125,534,256.049,313.145,0,48.171,3.998,20.188,116.428,731.679,0.101
5800,125,535,255.244,315.448,0,48.637,3.966,19.828,112.735,695.312,0.100
5801,125,536,253.436,318.118,0,48.882,3.943,19.638,111.418,686.759,0.157
5802,125,537,251.659,320.886,0,49.187,3.984,19.810,112.144,691.254,0.103
5803,125,538,248.956,324.032,0,48.256,4.005,20.170,115.943,726.703,0.100
5804,125,539,247.278,326.834,0,48.412,3.973,19.775,111.873,687.736,0.100
5805,125,540,246.893,330.327,0,49.368,3.967,19.826,112.538,692.800,0.114
5806,125,541,244.116,332.542,0,48.407,4.022,19.993,112.350,684.431,0.104
5807,125,542,243.472,334.915,0,49.158,3.980,19.901,113.520,705.457,0.101
5808,125,543,241.135,338.356,0,48.708,4.057,20.193,113.389,689.875,0.100
5809,125,544,241.080,341.833,0,49.353,4.060,20.131,112.763,685.917,0.243
5810,125,545,239.299,343.723,0,49.184,3.977,19.929,113.724,705.202,0.183
5811,125,546,238.278,347.715,0,49.497,3.969,19.941,113.931,705.856,0.271
5812,125,547,235.842,350.237,0,48.826,4.012,20.226,116.036,723.650,0.110
5813,125,548,235.613,352.723,0,49.584,3.989,19.895,112.885,696.365,0.140
5814,125,549,234.490,355.766,0,49.612,3.981,19.883,113.091,699.567,0.194
5815,125,550,233.208,358.751,0,49.397,3.972,19.925,113.933,708.366,0.103
5816,125,551,232.268,362.781,0,49.136,3.960,19.751,112.335,695.253,0.243
5817,125,552,229.629,365.191,0,48.576,4.009,20.015,113.416,698.228,0.100
5818,125,553,228.325,368.203,0,48.728,4.045,20.159,113.585,694.285,0.100
5819,125,554,227.967,370.654,0,49.455,4.026,20.067,113.466,697.333,0.124
5820,125,555,226.873,374.657,0,49.193,4.000,19.734,110.311,669.992,0.188
5821,125,556,225.430,377.609,0,49.120,3.965,19.692,111.156,681.330,0.100
5822,125,557,223.784,379.473,0,49.291,4.000,19.960,113.170,697.138,0.101
5823,125,558,222.491,382.447,0,49.292,3.976,19.864,112.876,696.436,0.147
5824,125,559,221.704,386.525,0,49.251,3.985,19.748,111.065,678.489,0.100
5825,125,560,220.150,388.502,0,49.388,3.988,20.090,115.087,714.924,0.105
5826,125,561,219.219,392.564,0,49.589,3.963,19.863,113.174,699.116,0.165
5827,125,562,217.796,395.518,0,49.187,3.987,19.695,110.292,670.838,0.100
5828,125,563,216.343,398.461,0,49.125,3.966,19.757,111.859,687.274,0.102
5829,125,564,214.441,400.178,0,49.018,3.955,19.742,112.188,692.258,0.127
5830,125,565,211.950,403.494,0,48.410,3.991,20.110,115.262,716.743,0.100
5831,125,566,210.313,406.277,0,48.261,4.009,19.829,110.848,671.846,0.105
5832,125,567,209.955,409.775,0,49.148,4.003,20.302,117.320,736.541,0.107
5833,125,568,208.641,412.690,0,49.325,3.978,19.949,113.483,698.755,0.190
5834,125,569,207.420,415.641,0,49.085,3.952,19.584,110.473,677.488,0.162
5835,125,570,205.801,417.627,0,49.411,4.005,19.977,113.195,697.009,0.151
5836,125,571,204.486,420.587,0,49.192,3.967,19.741,111.678,685.669,0.107
5837,125,572,203.416,422.662,0,41.885,3.591,16.022,80.781,440.322,0.091
5838,125,573,203.399,424.774,0,27.664,2.581,8.123,28.499,107.433,0.091
5839,125,574,201.862,426.598,0,20.072,2.095,5.325,15.193,47.401,0.091
5840,126,519,198.025,137.060,0,49.109,3.978,20.055,115.690,727.725,0.103
5841,126,520,195.051,135.847,0,49.368,4.012,20.210,116.177,728.558,0.144
5842,126,521,193.145,134.149,0,49.495,3.983,20.070,115.457,723.024,0.317
5843,126,522,189.106,133.236,0,49.674,3.979,20.105,115.826,725.060,0.171
5844,126,523,186.161,131.833,0,49.129,4.003,19.781,110.860,675.557,0.115
5845,126,524,183.191,130.519,0,48.958,3.971,19.717,111.477,685.820,0.113
5846,126,525,181.263,128.831,0,49.453,4.011,19.987,113.105,695.802,0.101
5847,126,526,177.265,127.799,0,49.348,3.991,20.033,113.892,700.472,0.100
5848,126,527,175.007,125.007,0,48.409,4.014,20.333,117.776,744.677,0.100
5849,126,528,171.508,124.608,0,49.417,3.952,19.731,111.894,687.622,0.111
5850,126,529,169.153,122.018,0,48.745,4.007,20.336,117.428,735.205,0.111
5851,126,530,166.751,121.554,0,49.109,3.975,19.899,113.418,702.507,0.121
5852,126,531,162.768,120.289,0,48.874,3.954,19.701,111.690,687.188,0.127
5853,126,532,159.960,118.692,0,48.917,3.957,19.713,112.019,693.418,0.147
5854,126,533,157.746,115.933,0,48.323,4.087,20.309,113.480,686.384,0.101
5855,126,534,154.249,115.558,0,49.378,3.974,19.951,113.703,701.778,0.207
5856,126,535,151.410,113.977,0,49.105,3.992,20.141,115.671,721.065,0.100
5857,126,536,148.512,112.566,0,49.426,3.957,19.781,112.330,691.197,0.101
5858,126,537,145.586,111.092,0,49.129,4.040,20.069,112.859,689.839,0.107
5859,126,538,143.338,108.333,0,48.582,3.989,19.848,111.985,685.414,0.100
5860,126,539,139.900,107.839,0,49.110,3.997,20.116,114.858,710.533,0.108
5861,126,540,138.269,105.810,0,48.796,3.986,19.757,111.217,680.424,0.113
5862,126,541,135.648,103.956,0,48.656,3.973,19.962,113.978,705.094,0.106
5863,126,542,131.939,102.131,0,48.754,3.950,19.712,111.867,688.483,0.100
5864,126,543,129.278,100.245,0,48.749,3.941,19.538,110.366,677.903,0.198
5865,126,544,127.651,98.402,0,49.009,3.961,19.748,111.933,688.395,0.100
5866,126,545,124.886,96.733,0,49.211,3.968,19.847,113.270,703.893,0.189
5867,126,546,120.941,95.468,0,48.916,3.991,19.925,113.474,704.667,0.124
5868,126,547,118.066,93.860,0,49.144,4.006,20.178,115.215,712.220,0.140
5869,126,548,115.228,92.264,0,48.916,3.956,19.683,111.550,687.439,0.100
5870,126,549,112.413,90.712,0,49.432,3.972,19.888,112.987,695.239,0.138
5871,126,550,109.602,88.957,0,49.057,3.976,19.915,113.389,700.127,0.138
5872,126,551,107.687,85.914,0,47.863,3.980,19.924,113.641,705.091,0.100
5873,126,552,104.233,85.204,0,48.839,3.949,19.637,111.339,686.819,0.113
5874,126,553,101.526,83.527,0,49.077,3.958,19.576,109.981,670.926,0.100
5875,126,554,99.487,80.599,0,48.385,3.976,19.775,111.577,682.741,0.178
5876,126,555,96.774,78.829,0,48.072,3.995,19.996,113.833,704.607,0.101
5877,126,556,93.306,78.183,0,48.793,3.952,19.679,111.633,688.407,0.153
5878,126,557,91.419,75.158,0,48.236,3.990,19.758,110.816,674.283,0.100
5879,126,558,89.127,74.284,0,48.972,3.952,19.678,111.821,692.059,0.105
5880,126,559,86.182,71.357,0,48.553,3.972,19.781,111.843,686.202,0.174
5881,126,560,83.889,70.510,0,48.874,3.938,19.582,110.964,683.392,0.103
5882,126,561,79.983,68.931,0,48.973,3.994,20.339,118.501,752.193,0.100
5883,126,562,77.843,66.201,0,48.494,4.050,20.070,112.163,679.369,0.100
5884,126,563,74.384,65.775,0,49.308,3.981,19.967,113.589,699.739,0.102
5885,126,564,71.538,64.227,0,49.166,3.959,19.812,112.704,694.878,0.127
5886,126,565,68.762,62.477,0,48.760,3.938,19.490,109.764,671.664,0.128
5887,126,566,67.038,60.710,0,49.272,4.005,20.001,113.818,706.016,0.102
5888,126,567,63.648,58.256,0,48.584,4.030,20.016,112.293,682.625,0.100
5889,126,568,60.737,56.813,0,48.401,3.997,20.041,114.301,708.535,0.100
5890,126,569,57.255,56.594,0,49.009,3.971,19.648,110.533,676.152,0.163
5891,126,570,55.249,53.518,0,48.407,3.959,19.667,110.944,678.886,0.101
5892,126,571,51.846,52.605,0,48.902,3.943,19.665,111.661,688.544,0.187
5893,126,572,50.156,49.495,0,48.365,3.972,19.829,112.462,691.864,0.091
5894,126,573,46.737,48.599,0,49.070,3.936,19.591,110.911,681.306,0.095
5895,126,574,45.279,46.538,0,48.487,3.941,19.464,109.467,669.481,0.129
5896,126,575,42.786,44.561,0,48.597,3.932,19.486,109.977,674.509,0.220
5897,126,576,40.179,42.497,0,48.566,3.941,19.463,109.527,670.708,0.106
5898,126,577,36.569,40.517,0,48.122,3.921,19.278,107.831,655.303,0.101
5899,126,578,34.036,38.453,0,48.479,3.941,19.348,108.115,657.893,0.100
5900,126,579,31.519,36.434,0,48.097,3.913,19.221,107.418,652.118,0.100
5901,126,580,29.069,34.226,0,48.310,3.927,19.374,109.204,671.727,0.100
5902,126,581,26.584,32.175,0,48.707,3.927,19.484,109.968,673.149,0.273
5903,126,582,24.137,30.070,0,48.564,3.931,19.680,112.628,701.787,0.139
5904,126,583,22.528,26.940,0,48.105,4.019,19.901,111.346,675.564,0.101
5905,126,584,19.214,25.764,0,48.583,3.940,19.521,109.611,666.130,0.125
5906,126,585,17.453,22.763,0,47.938,3.953,19.633,110.827,679.080,0.101
5907,126,586,15.202,21.749,0,48.591,3.960,19.529,109.515,668.126,0.100
5908,126,587,12.734,19.701,0,48.415,3.936,19.476,109.753,672.344,0.113
5909,127,525,94.877,178.204,0,47.551,4.001,19.874,112.232,690.309,0.100
5910,127,526,97.611,180.149,0,47.615,3.951,19.479,109.176,665.235,0.100
5911,127,527,100.698,182.739,0,48.474,3.984,19.797,111.565,682.335,0.102
5912,127,528,104.100,183.327,0,48.807,3.935,19.475,109.854,674.505,0.132
5913,127,529,105.731,185.278,0,49.176,3.985,19.792,111.728,685.661,0.111
5914,127,530,109.581,186.788,0,48.895,3.962,19.858,113.194,699.574,0.122
5915,127,531,112.392,188.347,0,49.483,3.950,19.706,111.704,686.453,0.128
5916,127,532,114.110,190.195,0,49.140,3.976,19.898,113.627,706.803,0.195
5917,127,533,117.245,192.962,0,48.076,3.991,20.122,115.814,725.916,0.101
5918,127,534,120.066,194.603,0,48.342,4.017,19.860,111.068,674.538,0.105
5919,127,535,122.432,195.310,0,49.260,3.981,19.824,112.192,689.654,0.100
5920,127,536,126.276,196.846,0,48.317,3.944,19.639,111.231,683.278,0.100
5921,127,537,127.940,198.765,0,48.901,3.966,19.960,114.555,714.445,0.105
5922,127,538,130.703,200.486,0,49.268,3.973,19.765,111.835,687.535,0.100
5923,127,539,133.574,202.002,0,49.345,3.984,20.057,114.819,712.847,0.133
5924,127,540,136.485,203.414,0,49.119,3.970,19.754,111.737,686.250,0.105
5925,127,541,139.453,204.731,0,49.257,3.976,19.928,113.597,702.489,0.136
5926,127,542,142.995,206.921,0,48.761,4.028,20.575,120.430,769.860,0.100
5927,127,543,146.509,206.831,0,49.592,3.964,19.863,113.171,699.217,0.124
5928,127,544,149.542,207.909,0,49.670,3.975,19.959,113.967,705.713,0.105
5929,127,545,152.599,209.006,0,49.518,3.986,20.052,114.745,712.304,0.128
5930,127,546,154.612,210.592,0,49.506,3.976,19.877,113.081,698.685,0.248
5931,127,547,158.212,212.654,0,48.617,4.041,20.167,113.891,698.061,0.110
5932,127,548,161.692,212.736,0,49.456,3.970,19.942,113.919,705.561,0.140
5933,127,549,164.653,213.948,0,49.590,3.980,20.029,114.668,712.240,0.239
5934,127,550,167.008,216.701,0,48.648,4.054,20.144,113.073,689.140,0.100
5935,127,551,169.422,217.223,0,49.132,3.981,19.788,111.740,685.506,0.240
5936,127,552,172.307,218.753,0,49.082,3.974,19.931,113.667,703.009,0.117
5937,127,553,176.192,220.146,0,48.692,3.975,19.721,111.326,683.838,0.116
5938,127,554,179.065,221.576,0,48.925,3.996,20.025,114.574,715.021,0.100
5939,127,555,180.944,223.188,0,49.459,4.008,20.287,117.336,740.239,0.146
5940,127,556,178.912,221.895,0,48.690,4.015,20.281,116.882,734.057,0.100
5941,127,557,175.408,221.908,0,49.498,4.006,20.232,116.129,722.845,0.125
5942,127,558,172.374,220.857,0,49.175,4.003,19.811,111.159,677.526,0.149
5943,127,559,169.846,218.299,0,48.644,4.051,20.195,113.833,696.398,0.100
5944,127,560,166.741,217.214,0,48.746,4.057,20.233,114.025,697.050,0.100
5945,127,561,164.317,216.912,0,49.473,4.020,20.039,113.393,697.489,0.118
5946,127,562,160.242,216.292,0,49.688,3.972,19.997,114.572,712.146,0.155
5947,127,563,157.177,215.156,0,49.746,3.977,20.054,115.212,718.896,0.194
5948,127,564,154.577,212.724,0,49.008,4.012,20.192,115.377,715.185,0.101
5949,127,565,151.124,212.694,0,49.138,4.000,19.869,112.152,688.593,0.120
5950,127,566,149.229,210.944,0,49.535,4.029,20.077,113.506,697.715,0.181
5951,127,567,145.649,208.834,0,48.941,4.008,20.191,115.632,718.930,0.106
5952,127,568,142.516,207.808,0,49.177,4.009,20.230,115.999,721.488,0.102
5953,127,569,139.026,208.191,0,49.517,4.001,20.268,117.085,735.453,0.110
5954,127,570,135.931,207.412,0,49.356,3.997,20.109,115.229,718.084,0.215
5955,127,571,132.802,206.668,0,49.366,4.003,20.021,113.834,703.601,0.101
5956,127,572,129.850,204.755,0,49.376,4.037,20.510,118.607,745.298,0.091
5957,127,573,126.401,205.358,0,49.319,3.981,19.874,112.795,694.979,0.132
5958,127,574,123.551,203.258,0,49.137,4.053,20.305,115.074,707.312,0.091
5959,127,575,120.411,202.438,0,49.225,4.020,20.165,114.685,707.598,0.104
5960,127,576,116.972,203.063,0,49.627,4.009,20.383,118.510,751.161,0.105
5961,127,577,113.775,202.154,0,49.807,3.998,20.177,115.710,719.485,0.132
5962,127,578,110.633,201.209,0,49.685,3.986,20.067,114.799,711.823,0.100
5963,127,579,108.577,199.694,0,49.383,4.000,19.996,113.604,701.005,0.101
5964,127,580,104.510,198.794,0,49.394,3.978,19.923,113.118,695.306,0.105
5965,127,581,102.643,197.017,0,49.191,3.987,20.081,114.892,712.140,0.162
5966,127,582,99.201,194.708,0,48.506,3.988,20.051,114.617,710.787,0.111
5967,127,583,95.720,194.424,0,49.290,3.950,19.739,112.199,691.704,0.100
5968,127,584,93.415,191.773,0,48.342,3.978,19.923,113.370,699.523,0.106
5969,127,585,90.610,190.174,0,48.243,4.024,19.945,111.654,677.390,0.100
5970,127,586,88.172,189.686,0,49.257,3.991,19.884,112.726,695.438,0.102
5971,127,587,84.187,188.524,0,48.995,3.972,19.709,111.283,683.492,0.118
5972,127,588,81.276,187.066,0,49.334,3.987,20.117,115.489,719.315,0.219
5973,127,589,78.359,185.630,0,49.078,3.969,19.614,110.087,671.486,0.109
5974,127,590,75.401,184.369,0,49.485,3.960,19.820,112.700,694.386,0.104
5975,127,591,72.414,183.076,0,49.638,3.979,20.001,114.299,708.199,0.110
5976,127,592,70.536,181.335,0,49.160,3.970,19.845,112.795,695.533,0.124
5977,127,593,66.507,180.248,0,49.136,3.964,19.765,112.060,689.394,0.101
5978,127,594,63.583,178.814,0,49.079,3.993,19.771,111.026,677.254,0.100
5979,127,595,60.667,177.466,0,49.433,3.960,19.832,112.986,698.271,0.104
5980,127,596,57.783,175.902,0,48.770,3.975,20.014,114.635,711.727,0.117
5981,127,597,54.924,174.306,0,48.724,3.969,19.811,113.047,704.221,0.173
5982,127,598,53.168,172.484,0,49.212,3.978,19.854,112.907,698.682,0.175
5983,127,599,49.224,171.190,0,48.900,3.958,19.750,112.354,695.222,0.138
5984,127,600,47.206,168.163,0,48.374,3.982,19.813,111.940,686.899,0.121
5985,127,601,43.810,167.515,0,48.686,3.935,19.478,109.791,672.715,0.117
5986,127,602,42.222,165.478,0,48.955,3.955,19.612,110.732,679.921,0.111
5987,127,603,38.558,163.445,0,48.049,3.914,19.214,107.285,650.545,0.130
5988,127,604,37.157,161.351,0,48.733,3.942,19.550,110.568,680.743,0.101
5989,127,605,33.530,159.373,0,48.687,3.918,19.411,109.361,667.953,0.100
5990,127,606,31.056,157.244,0,48.475,3.932,19.403,109.285,671.165,0.204
5991,127,607,28.648,154.935,0,48.583,3.941,19.577,110.622,678.335,0.134
5992,127,608,26.461,152.495,0,48.203,3.901,19.027,105.475,635.125,0.102
5993,127,609,25.511,150.125,0,48.713,3.911,19.326,108.785,665.208,0.100
5994,127,610,22.236,147.591,0,48.382,3.917,19.369,108.720,661.044,0.114
5995,127,611,25.644,148.723,0,48.534,3.909,19.183,107.206,651.386,0.101
5996,127,612,26.842,152.098,0,48.557,3.992,20.098,114.967,713.010,0.112
5997,127,613,29.250,154.381,0,48.341,3.993,19.823,111.592,682.188,0.101
5998,127,614,31.382,155.607,0,48.274,3.921,19.369,108.825,663.459,0.204
5999,127,615,33.985,158.814,0,48.119,4.052,19.992,111.043,668.225,0.103
6000,127,616,37.346,159.902,0,48.717,3.937,19.570,110.631,678.362,0.224
6001,127,617,38.665,162.040,0,48.393,3.932,19.620,111.861,694.359,0.111
6002,127,618,41.055,164.262,0,48.718,3.953,19.736,112.360,696.034,0.109
6003,127,619,43.466,166.453,0,48.308,3.930,19.394,108.881,663.933,0.127
6004,127,620,45.947,168.575,0,48.759,3.953,19.590,110.730,681.957,0.200
6005,127,621,48.346,170.757,0,48.279,3.921,19.398,109.142,666.019,0.318
6006,127,622,50.730,172.924,0,48.411,3.918,19.455,110.425,683.022,0.103
6007,127,623,54.274,175.124,0,48.313,3.949,19.473,109.255,667.039,0.137
6008,127,624,55.564,177.281,0,48.296,3.936,19.372,108.451,659.982,0.100
6009,127,625,58.261,180.510,0,48.160,3.982,19.649,109.782,665.505,0.100
6010,127,626,61.537,181.696,0,48.278,3.910,19.213,107.438,652.543,0.197
6011,127,627,62.082,182.102,0,48.820,3.993,20.009,113.604,698.410,0.100
6012,127,628,61.616,181.845,0,49.058,4.034,20.391,117.290,733.921,0.100
6013,127,629,61.961,182.656,0,49.277,4.072,20.699,119.459,749.086,0.091
6014,127,630,60.838,182.135,0,48.137,3.903,19.266,108.270,660.189,0.091
6015,127,631,61.426,181.414,0,49.741,3.998,20.022,113.913,703.394,0.106
6016,127,632,62.383,181.647,0,48.993,3.973,19.776,112.028,690.007,0.092
6017,127,633,61.426,181.897,0,48.540,3.948,19.406,108.411,658.502,0.135
6018,127,634,60.953,181.312,0,49.002,3.965,19.778,112.799,702.462,0.102
6019,127,635,60.424,180.749,0,48.470,3.933,19.437,109.462,670.534,0.126
6020,127,636,60.187,182.389,0,49.261,3.958,19.806,112.673,694.859,0.305
6021,127,637,59.405,182.143,0,49.307,3.973,19.924,113.655,703.438,0.247
6022,127,638,59.280,180.984,0,49.472,4.042,20.533,118.881,749.211,0.103
6023,127,639,58.659,177.566,0,49.605,3.974,19.953,113.802,703.113,0.169
6024,127,640,60.644,174.651,0,49.266,4.058,20.392,115.983,715.370,0.194
6025,127,641,60.012,171.190,0,49.717,4.051,20.179,113.862,698.383,0.100
6026,127,642,61.730,168.192,0,49.238,4.074,20.611,118.071,733.849,0.111
6027,127,643,60.844,164.822,0,49.802,3.997,20.162,115.692,720.508,0.100
6028,127,644,61.968,162.527,0,49.807,4.050,20.284,115.155,710.104,0.111
6029,127,645,61.868,158.374,0,49.491,3.992,20.076,114.802,712.002,0.102
6030,127,646,63.560,155.331,0,49.273,4.045,20.394,116.430,720.431,0.111
6031,127,647,63.117,152.888,0,49.736,4.030,20.265,115.973,722.397,0.102
6032,127,648,63.890,148.806,0,49.532,4.114,20.735,117.963,727.990,0.100
6033,127,649,62.480,145.555,0,49.870,3.981,20.006,114.070,704.229,0.103
6034,127,650,62.437,142.300,0,49.734,3.976,20.003,114.361,708.577,0.183
6035,127,651,63.117,139.918,0,49.601,4.036,20.446,118.584,752.316,0.100
6036,127,652,62.529,135.760,0,49.558,3.995,20.006,113.938,704.977,0.106
6037,127,653,63.289,133.407,0,49.769,4.009,20.087,114.393,707.790,0.100
6038,127,654,63.852,129.300,0,49.546,4.094,20.652,117.610,725.531,0.100
6039,127,655,63.335,126.901,0,49.714,4.022,20.383,118.208,748.757,0.177
6040,127,656,62.474,122.870,0,49.868,3.970,19.937,113.961,707.338,0.100
6041,127,657,62.193,119.657,0,49.825,4.027,20.065,113.287,694.369,0.100
6042,127,658,62.060,116.372,0,49.493,3.999,20.223,116.253,724.215,0.236
6043,127,659,62.516,113.965,0,49.327,3.998,20.220,116.889,736.615,0.131
